Travel_ID,Traveler_Name,Gender,Age,Country,City,Travel_Type,Transport_Mode,Booking_Source,Travel_Month,Travel_Year,Stay_Days,Travel_Cost,Hotel_Type,Rating,Season
T1524,Traveler_1524,Female,36,India,New York,Business,Bus,Agent,September,2022,2,48007,Standard,3,Winter
T1525,Traveler_1525,Female,42,Singapore,Goa,Business,Bus,Online,September,2024,5,56331,Luxury,5,Winter
T1526,Traveler_1526,Male,33,France,Bangkok,Business,Train,Agent,February,2023,6,75328,Standard,3,Winter
T1527,Traveler_1527,Male,54,UAE,Sydney,Leisure,Flight,Online,November,2024,5,92840,Standard,5,Winter
T1528,Traveler_1528,Male,36,Singapore,Berlin,Leisure,Train,Online,October,2024,7,88302,Luxury,4,Summer
T1529,Traveler_1529,Female,35,USA,Singapore,Leisure,Train,Agent,August,2024,8,89222,Luxury,3,Summer
T1530,Traveler_1530,Male,48,Italy,Rome,Business,Flight,Agent,May,2023,9,104517,Standard,3,Winter
T1531,Traveler_1531,Female,22,Thailand,Paris,Business,Bus,Online,April,2023,8,102305,Standard,4,Monsoon
T1532,Traveler_1532,Female,52,USA,Paris,Business,Flight,Online,January,2022,5,100684,Standard,3,Winter
T1533,Traveler_1533,Male,31,Italy,Sydney,Leisure,Bus,Agent,August,2022,3,86829,Standard,3,Winter
T1534,Traveler_1534,Female,42,France,New York,Leisure,Flight,Agent,December,2023,5,35142,Budget,5,Winter
T1535,Traveler_1535,Male,51,Thailand,Sydney,Business,Train,Agent,August,2024,3,94400,Budget,5,Summer
T1536,Traveler_1536,Male,51,India,Rome,Leisure,Train,Agent,April,2024,9,37390,Budget,4,Summer
T1537,Traveler_1537,Female,35,Australia,Dubai,Business,Flight,Agent,February,2022,10,44067,Standard,3,Summer
T1538,Traveler_1538,Male,40,UK,New York,Business,Flight,Agent,March,2023,8,56332,Luxury,4,Winter
T1539,Traveler_1539,Male,21,UAE,New York,Business,Bus,Agent,August,2022,9,53717,Standard,3,Winter
T1540,Traveler_1540,Male,36,Germany,Bangkok,Leisure,Train,Agent,April,2022,3,65536,Standard,5,Winter
T1541,Traveler_1541,Female,48,Italy,Paris,Business,Train,Agent,April,2024,6,113697,Standard,4,Monsoon
T1542,Traveler_1542,Male,43,Thailand,Dubai,Leisure,Bus,Online,April,2022,7,95021,Standard,3,Winter
T1543,Traveler_1543,Female,39,Australia,Paris,Business,Bus,Online,August,2022,9,76500,Standard,4,Summer
T1544,Traveler_1544,Female,59,France,Rome,Leisure,Bus,Agent,March,2023,7,91712,Luxury,5,Winter
T1545,Traveler_1545,Female,47,Thailand,Goa,Leisure,Train,Online,October,2022,9,116056,Standard,4,Summer
T1546,Traveler_1546,Male,20,Germany,Bangkok,Leisure,Bus,Online,August,2022,3,16273,Luxury,5,Monsoon
T1547,Traveler_1547,Female,56,Thailand,New York,Leisure,Train,Online,December,2023,3,26792,Standard,3,Winter
T1548,Traveler_1548,Male,31,Germany,Bangkok,Leisure,Flight,Online,May,2022,8,99852,Standard,3,Monsoon
T1549,Traveler_1549,Male,57,Singapore,Paris,Leisure,Bus,Online,June,2023,8,79079,Standard,3,Winter
T1550,Traveler_1550,Female,56,Singapore,London,Business,Flight,Online,January,2024,8,75001,Standard,5,Monsoon
T1551,Traveler_1551,Male,53,Australia,Sydney,Business,Train,Agent,October,2022,10,64355,Budget,3,Summer
T1552,Traveler_1552,Female,51,India,Rome,Business,Bus,Online,May,2024,9,43340,Budget,4,Monsoon
T1553,Traveler_1553,Female,37,Germany,Paris,Business,Bus,Agent,June,2024,4,24439,Luxury,3,Winter
T1554,Traveler_1554,Female,51,USA,Bangkok,Business,Train,Online,January,2024,8,85396,Luxury,5,Monsoon
T1555,Traveler_1555,Female,56,USA,Sydney,Business,Bus,Online,June,2024,5,45972,Luxury,5,Summer
T1556,Traveler_1556,Male,36,Italy,Dubai,Leisure,Train,Online,October,2022,4,30586,Budget,5,Monsoon
T1557,Traveler_1557,Female,32,Thailand,Sydney,Leisure,Bus,Agent,April,2023,6,115566,Budget,5,Monsoon
T1558,Traveler_1558,Male,47,UAE,Dubai,Leisure,Train,Online,January,2023,9,86556,Standard,5,Monsoon
T1559,Traveler_1559,Female,51,Singapore,Dubai,Leisure,Bus,Online,January,2022,5,56448,Budget,4,Summer
T1560,Traveler_1560,Male,40,UAE,Singapore,Leisure,Bus,Agent,April,2022,9,112709,Luxury,5,Monsoon
T1561,Traveler_1561,Female,28,Germany,London,Leisure,Flight,Online,March,2024,2,68008,Budget,4,Winter
T1562,Traveler_1562,Female,56,USA,Sydney,Leisure,Bus,Agent,May,2023,8,103438,Standard,4,Winter
T1563,Traveler_1563,Female,20,Italy,New York,Leisure,Train,Agent,September,2023,3,35255,Standard,4,Summer
T1564,Traveler_1564,Male,29,India,London,Leisure,Bus,Agent,May,2024,7,100807,Standard,4,Winter
T1565,Traveler_1565,Male,48,Thailand,Dubai,Leisure,Flight,Agent,July,2022,3,23105,Luxury,5,Monsoon
T1566,Traveler_1566,Female,51,Australia,Bangkok,Business,Train,Online,April,2024,9,119014,Standard,5,Summer
T1567,Traveler_1567,Male,48,UAE,Berlin,Business,Train,Online,December,2023,4,55703,Budget,3,Monsoon
T1568,Traveler_1568,Female,51,Germany,Bangkok,Leisure,Flight,Online,May,2023,10,31693,Budget,5,Monsoon
T1569,Traveler_1569,Female,38,UAE,Berlin,Leisure,Train,Agent,July,2023,5,105529,Budget,3,Summer
T1570,Traveler_1570,Female,52,India,Goa,Business,Flight,Online,November,2022,5,36984,Luxury,4,Winter
T1571,Traveler_1571,Female,35,UAE,New York,Business,Bus,Online,January,2024,4,38286,Standard,5,Summer
T1572,Traveler_1572,Female,38,Australia,Singapore,Business,Bus,Online,August,2023,8,49080,Standard,5,Monsoon
T1573,Traveler_1573,Male,24,Germany,Paris,Business,Train,Online,April,2022,5,119966,Luxury,3,Summer
T1574,Traveler_1574,Male,21,Italy,Berlin,Business,Train,Agent,December,2024,4,66821,Standard,4,Monsoon
T1575,Traveler_1575,Male,60,France,Goa,Business,Flight,Online,September,2022,9,71988,Standard,4,Winter
T1576,Traveler_1576,Male,35,UK,Sydney,Business,Flight,Agent,December,2022,10,98695,Luxury,5,Monsoon
T1577,Traveler_1577,Male,58,Thailand,Berlin,Leisure,Train,Agent,August,2023,8,50095,Luxury,5,Winter
T1578,Traveler_1578,Male,32,Thailand,London,Leisure,Bus,Online,February,2022,2,117719,Luxury,3,Summer
T1579,Traveler_1579,Male,42,Thailand,Singapore,Leisure,Bus,Online,January,2023,3,108713,Standard,4,Monsoon
T1580,Traveler_1580,Female,21,Singapore,New York,Leisure,Flight,Agent,December,2023,4,96578,Standard,5,Monsoon
T1581,Traveler_1581,Male,46,USA,Bangkok,Leisure,Flight,Agent,November,2023,6,74878,Budget,3,Winter
T1582,Traveler_1582,Female,24,Germany,New York,Business,Flight,Online,May,2022,5,16622,Luxury,4,Monsoon
T1583,Traveler_1583,Male,29,Australia,Dubai,Business,Train,Agent,June,2023,4,97163,Luxury,5,Winter
T1584,Traveler_1584,Male,20,Singapore,London,Leisure,Train,Online,August,2024,5,33041,Budget,4,Summer
T1585,Traveler_1585,Female,22,UAE,Singapore,Leisure,Bus,Online,April,2024,10,65795,Luxury,4,Monsoon
T1586,Traveler_1586,Female,28,USA,Goa,Business,Train,Agent,May,2022,4,43587,Luxury,3,Winter
T1587,Traveler_1587,Female,59,India,London,Leisure,Train,Agent,December,2024,4,32676,Budget,5,Summer
T1588,Traveler_1588,Female,60,UK,Sydney,Leisure,Train,Agent,January,2024,6,50929,Standard,5,Summer
T1589,Traveler_1589,Female,56,Thailand,London,Leisure,Bus,Online,January,2024,2,95665,Standard,3,Summer
T1590,Traveler_1590,Male,27,France,Dubai,Business,Train,Agent,August,2024,3,22909,Luxury,3,Summer
T1591,Traveler_1591,Male,58,Italy,Berlin,Business,Flight,Agent,October,2023,6,72212,Standard,3,Monsoon
T1592,Traveler_1592,Female,58,Italy,Berlin,Business,Bus,Agent,July,2024,2,96017,Standard,3,Monsoon
T1593,Traveler_1593,Male,53,UAE,Goa,Leisure,Flight,Online,December,2024,7,38227,Luxury,4,Summer
T1594,Traveler_1594,Female,34,UAE,Singapore,Leisure,Bus,Online,July,2022,8,25540,Standard,5,Monsoon
T1595,Traveler_1595,Male,21,Australia,Berlin,Leisure,Train,Agent,November,2024,3,80620,Budget,3,Monsoon
T1596,Traveler_1596,Female,55,France,New York,Leisure,Flight,Online,June,2023,8,53440,Standard,5,Summer
T1597,Traveler_1597,Male,52,France,Bangkok,Leisure,Train,Agent,July,2024,9,20942,Standard,3,Summer
T1598,Traveler_1598,Female,57,Thailand,Paris,Business,Train,Online,November,2022,8,115874,Budget,4,Winter
T1599,Traveler_1599,Male,31,Australia,Bangkok,Business,Train,Agent,November,2023,9,64278,Budget,5,Summer
T1600,Traveler_1600,Female,43,Thailand,Singapore,Business,Bus,Agent,October,2024,3,19676,Standard,3,Winter
T1601,Traveler_1601,Male,24,France,Bangkok,Business,Flight,Online,March,2024,3,74010,Luxury,5,Summer
T1602,Traveler_1602,Male,56,USA,Singapore,Leisure,Train,Agent,September,2024,2,41324,Standard,4,Summer
T1603,Traveler_1603,Female,52,UK,Dubai,Business,Train,Agent,September,2023,10,101884,Standard,3,Winter
T1604,Traveler_1604,Female,23,Italy,Goa,Leisure,Bus,Online,March,2024,6,18484,Budget,3,Monsoon
T1605,Traveler_1605,Female,22,Italy,New York,Leisure,Bus,Online,June,2023,7,105709,Budget,5,Winter
T1606,Traveler_1606,Male,33,France,Bangkok,Leisure,Train,Online,July,2024,5,51075,Budget,3,Winter
T1607,Traveler_1607,Female,36,Singapore,Berlin,Business,Flight,Agent,December,2024,8,52461,Budget,5,Winter
T1608,Traveler_1608,Female,56,Germany,Sydney,Leisure,Bus,Agent,March,2023,8,109599,Luxury,5,Winter
T1609,Traveler_1609,Male,59,France,Berlin,Leisure,Train,Online,March,2024,3,46752,Budget,3,Winter
T1610,Traveler_1610,Female,20,USA,Berlin,Business,Bus,Agent,June,2023,9,118873,Luxury,5,Summer
T1611,Traveler_1611,Male,31,UAE,Bangkok,Leisure,Train,Agent,July,2022,7,90871,Luxury,5,Summer
T1612,Traveler_1612,Female,42,UAE,Bangkok,Leisure,Bus,Online,August,2023,8,23622,Luxury,4,Winter
T1613,Traveler_1613,Female,44,Thailand,Dubai,Business,Flight,Agent,August,2022,5,37913,Luxury,4,Monsoon
T1614,Traveler_1614,Female,20,Thailand,Bangkok,Business,Train,Online,January,2023,9,30042,Luxury,4,Summer
T1615,Traveler_1615,Female,24,Germany,Sydney,Business,Train,Online,March,2023,5,75782,Budget,5,Summer
T1616,Traveler_1616,Male,58,Thailand,London,Leisure,Flight,Online,July,2022,4,28622,Budget,5,Monsoon
T1617,Traveler_1617,Female,39,USA,New York,Business,Flight,Online,June,2024,4,58575,Budget,4,Summer
T1618,Traveler_1618,Female,42,Thailand,Dubai,Leisure,Bus,Agent,March,2024,10,89634,Standard,4,Winter
T1619,Traveler_1619,Female,18,Italy,Sydney,Business,Train,Online,December,2024,2,93189,Luxury,4,Summer
T1620,Traveler_1620,Male,54,Germany,Paris,Leisure,Bus,Online,June,2022,2,105896,Standard,5,Monsoon
T1621,Traveler_1621,Female,26,USA,Rome,Business,Train,Agent,September,2023,7,115081,Budget,4,Summer
T1622,Traveler_1622,Male,18,Germany,New York,Business,Train,Agent,May,2022,8,84425,Budget,3,Winter
T1623,Traveler_1623,Female,49,India,Singapore,Leisure,Flight,Online,January,2022,9,48360,Budget,5,Monsoon
T1624,Traveler_1624,Male,42,Thailand,Bangkok,Leisure,Flight,Agent,November,2024,2,106238,Budget,4,Summer
T1625,Traveler_1625,Female,38,Germany,London,Leisure,Flight,Online,September,2023,5,46894,Budget,4,Winter
T1626,Traveler_1626,Male,49,Italy,Paris,Leisure,Train,Online,November,2024,6,109183,Standard,3,Summer
T1627,Traveler_1627,Female,56,USA,Dubai,Business,Flight,Agent,October,2023,8,54186,Luxury,3,Monsoon
T1628,Traveler_1628,Female,56,France,Dubai,Business,Train,Agent,June,2024,4,119783,Budget,5,Summer
T1629,Traveler_1629,Male,37,UK,London,Business,Train,Online,November,2023,6,16894,Luxury,5,Summer
T1630,Traveler_1630,Male,29,USA,Berlin,Leisure,Train,Online,July,2022,8,19656,Budget,3,Winter
T1631,Traveler_1631,Male,42,Singapore,Sydney,Business,Flight,Agent,December,2023,6,46329,Luxury,5,Winter
T1632,Traveler_1632,Female,55,Italy,Berlin,Leisure,Train,Online,April,2024,9,92278,Budget,4,Monsoon
T1633,Traveler_1633,Male,30,Germany,Paris,Business,Train,Online,March,2024,4,16223,Budget,5,Winter
T1634,Traveler_1634,Female,42,Italy,London,Leisure,Bus,Online,October,2022,3,108865,Budget,3,Summer
T1635,Traveler_1635,Male,54,France,New York,Leisure,Flight,Agent,August,2023,9,112053,Budget,4,Monsoon
T1636,Traveler_1636,Male,24,Thailand,Sydney,Leisure,Flight,Online,September,2024,5,88378,Standard,4,Winter
T1637,Traveler_1637,Female,28,USA,Rome,Business,Train,Agent,November,2022,5,57636,Luxury,5,Monsoon
T1638,Traveler_1638,Female,30,USA,New York,Business,Bus,Online,April,2023,7,15620,Luxury,4,Monsoon
T1639,Traveler_1639,Male,34,France,Bangkok,Leisure,Train,Online,September,2022,2,87068,Budget,3,Winter
T1640,Traveler_1640,Female,18,UK,Bangkok,Leisure,Train,Online,May,2024,3,41355,Budget,3,Winter
T1641,Traveler_1641,Male,51,Thailand,Dubai,Business,Bus,Agent,October,2024,6,117150,Luxury,4,Summer
T1642,Traveler_1642,Male,54,Australia,London,Leisure,Flight,Agent,August,2024,6,40046,Standard,3,Summer
T1643,Traveler_1643,Female,49,France,London,Leisure,Train,Online,April,2024,6,57950,Standard,4,Summer
T1644,Traveler_1644,Female,29,Singapore,Bangkok,Business,Bus,Online,April,2022,7,107350,Standard,3,Summer
T1645,Traveler_1645,Male,39,Germany,Paris,Business,Flight,Online,December,2022,3,54561,Budget,3,Summer
T1646,Traveler_1646,Female,35,UK,Dubai,Leisure,Flight,Online,April,2024,6,118700,Standard,4,Winter
T1647,Traveler_1647,Female,25,Australia,Paris,Leisure,Bus,Online,April,2022,10,64915,Standard,5,Winter
T1648,Traveler_1648,Female,54,Germany,Bangkok,Business,Bus,Online,May,2023,6,67963,Luxury,4,Winter
T1649,Traveler_1649,Male,36,USA,Sydney,Leisure,Train,Agent,October,2023,9,54376,Standard,4,Monsoon
T1650,Traveler_1650,Male,38,Singapore,Dubai,Leisure,Bus,Online,May,2024,8,15552,Standard,5,Winter
T1651,Traveler_1651,Female,32,Germany,Paris,Leisure,Bus,Agent,May,2023,10,114694,Budget,4,Monsoon
T1652,Traveler_1652,Male,32,Australia,Goa,Leisure,Flight,Online,September,2024,9,71366,Budget,5,Monsoon
T1653,Traveler_1653,Male,39,Italy,Goa,Leisure,Flight,Agent,November,2022,2,112392,Budget,4,Summer
T1654,Traveler_1654,Female,21,India,Berlin,Business,Flight,Online,June,2024,9,111942,Luxury,4,Monsoon
T1655,Traveler_1655,Male,47,France,Sydney,Leisure,Train,Agent,December,2022,7,27999,Luxury,5,Winter
T1656,Traveler_1656,Female,34,UAE,London,Business,Train,Online,January,2023,10,48325,Budget,4,Winter
T1657,Traveler_1657,Male,25,USA,Rome,Leisure,Flight,Agent,December,2023,10,51459,Standard,5,Summer
T1658,Traveler_1658,Male,55,Germany,Sydney,Business,Flight,Online,May,2022,2,40887,Luxury,3,Summer
T1659,Traveler_1659,Male,35,Singapore,London,Business,Flight,Agent,November,2024,6,71298,Budget,3,Monsoon
T1660,Traveler_1660,Male,38,UK,Sydney,Business,Train,Online,July,2023,9,81922,Standard,5,Monsoon
T1661,Traveler_1661,Male,18,Italy,New York,Business,Flight,Agent,January,2022,2,62744,Luxury,4,Winter
T1662,Traveler_1662,Male,43,Germany,Paris,Leisure,Flight,Online,January,2023,10,35657,Budget,3,Winter
T1663,Traveler_1663,Male,50,Singapore,Singapore,Leisure,Flight,Online,February,2022,6,43378,Luxury,4,Monsoon
T1664,Traveler_1664,Female,26,Singapore,Singapore,Business,Train,Online,December,2023,5,73703,Budget,4,Summer
T1665,Traveler_1665,Female,20,USA,Goa,Leisure,Train,Online,July,2022,10,21337,Standard,3,Winter
T1666,Traveler_1666,Female,19,USA,Paris,Leisure,Bus,Online,May,2023,2,67155,Standard,4,Summer
T1667,Traveler_1667,Female,59,Germany,New York,Leisure,Train,Agent,February,2022,10,21359,Standard,5,Summer
T1668,Traveler_1668,Male,33,Australia,Berlin,Leisure,Flight,Agent,June,2024,6,91193,Standard,3,Winter
T1669,Traveler_1669,Male,29,Singapore,New York,Business,Flight,Agent,March,2023,5,24559,Budget,4,Winter
T1670,Traveler_1670,Male,37,Italy,London,Business,Train,Agent,August,2024,9,110840,Standard,4,Summer
T1671,Traveler_1671,Male,32,Australia,Dubai,Business,Flight,Agent,November,2024,3,40748,Budget,5,Winter
T1672,Traveler_1672,Male,38,UAE,Bangkok,Leisure,Train,Online,July,2022,2,75248,Budget,5,Summer
T1673,Traveler_1673,Male,20,Thailand,Berlin,Business,Train,Online,April,2022,9,58727,Luxury,4,Summer
T1674,Traveler_1674,Male,22,UAE,Bangkok,Leisure,Train,Agent,October,2024,9,116013,Budget,5,Monsoon
T1675,Traveler_1675,Female,52,UK,Dubai,Leisure,Bus,Online,July,2024,4,115286,Luxury,4,Winter
T1676,Traveler_1676,Female,41,UAE,Rome,Business,Train,Online,November,2024,3,118458,Standard,4,Summer
T1677,Traveler_1677,Female,25,UAE,Dubai,Business,Bus,Agent,December,2023,9,119553,Luxury,5,Summer
T1678,Traveler_1678,Female,18,France,New York,Business,Flight,Online,October,2022,2,91949,Standard,3,Monsoon
T1679,Traveler_1679,Male,56,UAE,Rome,Business,Flight,Online,December,2023,2,61397,Standard,5,Summer
T1680,Traveler_1680,Female,44,Australia,Bangkok,Leisure,Train,Agent,May,2023,7,36840,Standard,3,Summer
T1681,Traveler_1681,Female,29,Germany,Singapore,Business,Flight,Online,February,2023,6,60036,Budget,5,Summer
T1682,Traveler_1682,Male,35,USA,New York,Business,Flight,Online,November,2024,6,104747,Budget,4,Winter
T1683,Traveler_1683,Male,37,Singapore,Dubai,Business,Flight,Agent,October,2022,5,51210,Standard,4,Monsoon
T1684,Traveler_1684,Female,20,UAE,Paris,Leisure,Flight,Agent,May,2024,6,80454,Budget,5,Summer
T1685,Traveler_1685,Female,24,Thailand,Berlin,Leisure,Flight,Agent,July,2022,8,85222,Luxury,3,Winter
T1686,Traveler_1686,Female,30,India,Bangkok,Leisure,Bus,Agent,February,2022,10,101802,Budget,3,Winter
T1687,Traveler_1687,Male,58,France,Dubai,Business,Bus,Agent,February,2024,5,15994,Standard,4,Winter
T1688,Traveler_1688,Female,54,UK,Paris,Leisure,Flight,Online,February,2023,3,53918,Luxury,4,Summer
T1689,Traveler_1689,Male,57,Singapore,Sydney,Leisure,Flight,Online,November,2022,2,68967,Budget,3,Monsoon
T1690,Traveler_1690,Male,29,Thailand,Dubai,Business,Bus,Online,February,2022,9,99376,Budget,3,Monsoon
T1691,Traveler_1691,Female,44,Singapore,London,Business,Bus,Agent,August,2024,3,76298,Luxury,3,Winter
T1692,Traveler_1692,Female,31,France,New York,Leisure,Bus,Online,August,2024,2,118657,Budget,3,Monsoon
T1693,Traveler_1693,Female,44,Australia,Paris,Business,Bus,Agent,January,2022,8,60757,Standard,5,Winter
T1694,Traveler_1694,Male,53,India,Rome,Leisure,Bus,Online,May,2023,3,33541,Budget,3,Winter
T1695,Traveler_1695,Female,18,Italy,Rome,Business,Flight,Agent,June,2024,7,20012,Standard,3,Winter
T1696,Traveler_1696,Female,31,Italy,Sydney,Business,Bus,Agent,February,2022,4,112324,Luxury,4,Monsoon
T1697,Traveler_1697,Male,51,Singapore,Dubai,Leisure,Flight,Agent,April,2024,6,32860,Standard,3,Winter
T1698,Traveler_1698,Female,47,France,Bangkok,Leisure,Train,Online,February,2024,3,43121,Budget,3,Summer
T1699,Traveler_1699,Female,39,Australia,Dubai,Business,Bus,Agent,December,2023,5,70104,Luxury,4,Monsoon
T1700,Traveler_1700,Female,31,India,New York,Business,Train,Agent,July,2024,2,81301,Budget,4,Monsoon
T1701,Traveler_1701,Female,36,Singapore,Goa,Leisure,Flight,Agent,September,2022,6,79835,Standard,3,Winter
T1702,Traveler_1702,Male,54,Thailand,London,Business,Train,Agent,October,2023,9,56760,Luxury,3,Summer
T1703,Traveler_1703,Male,38,Thailand,Bangkok,Leisure,Bus,Agent,March,2024,6,64361,Luxury,5,Summer
T1704,Traveler_1704,Male,53,Singapore,Paris,Leisure,Bus,Online,June,2023,10,20986,Luxury,4,Summer
T1705,Traveler_1705,Female,19,India,Bangkok,Leisure,Bus,Online,October,2023,8,75073,Budget,5,Monsoon
T1706,Traveler_1706,Female,28,Singapore,Paris,Business,Train,Online,December,2024,3,64324,Standard,4,Summer
T1707,Traveler_1707,Male,51,Singapore,Rome,Business,Bus,Online,November,2023,8,45312,Luxury,5,Monsoon
T1708,Traveler_1708,Male,44,Germany,Paris,Leisure,Flight,Online,April,2022,7,63141,Luxury,4,Monsoon
T1709,Traveler_1709,Male,47,Germany,Goa,Business,Flight,Agent,December,2023,9,99733,Budget,4,Monsoon
T1710,Traveler_1710,Male,46,France,Rome,Leisure,Bus,Agent,December,2024,7,43764,Standard,4,Summer
T1711,Traveler_1711,Male,54,Australia,New York,Business,Train,Online,October,2023,5,47603,Standard,5,Summer
T1712,Traveler_1712,Female,26,Thailand,Sydney,Leisure,Bus,Agent,November,2022,4,75538,Budget,3,Summer
T1713,Traveler_1713,Female,60,Singapore,Bangkok,Business,Flight,Online,November,2024,4,24098,Standard,5,Monsoon
T1714,Traveler_1714,Female,38,Italy,Goa,Business,Bus,Online,August,2022,10,75593,Standard,4,Winter
T1715,Traveler_1715,Female,56,India,Berlin,Leisure,Bus,Online,January,2024,9,61155,Luxury,3,Monsoon
T1716,Traveler_1716,Male,54,France,Goa,Business,Train,Online,November,2023,5,85782,Standard,5,Summer
T1717,Traveler_1717,Female,36,USA,Goa,Business,Flight,Agent,March,2024,8,92454,Standard,5,Winter
T1718,Traveler_1718,Female,30,Thailand,Singapore,Business,Bus,Online,October,2022,2,73482,Budget,3,Monsoon
T1719,Traveler_1719,Male,51,France,Dubai,Business,Bus,Online,September,2024,8,101614,Budget,3,Monsoon
T1720,Traveler_1720,Male,23,Thailand,Singapore,Leisure,Bus,Agent,January,2022,6,96853,Standard,5,Summer
T1721,Traveler_1721,Female,34,UK,London,Leisure,Train,Agent,May,2023,8,104404,Standard,4,Monsoon
T1722,Traveler_1722,Male,39,Thailand,Singapore,Leisure,Bus,Agent,May,2023,10,90260,Budget,4,Winter
T1723,Traveler_1723,Female,20,India,New York,Leisure,Train,Online,September,2022,9,39653,Standard,3,Summer
T1724,Traveler_1724,Male,34,Italy,Goa,Leisure,Train,Online,November,2022,4,118649,Luxury,3,Winter
T1725,Traveler_1725,Male,37,India,Dubai,Leisure,Train,Online,October,2023,10,39307,Luxury,5,Summer
T1726,Traveler_1726,Female,22,India,Rome,Business,Train,Online,November,2022,4,100681,Standard,5,Summer
T1727,Traveler_1727,Male,47,USA,Paris,Business,Bus,Agent,December,2023,2,108651,Luxury,3,Winter
T1728,Traveler_1728,Male,41,Australia,Berlin,Leisure,Flight,Online,July,2022,6,26564,Luxury,3,Winter
T1729,Traveler_1729,Female,24,UK,Bangkok,Business,Flight,Agent,March,2023,3,51112,Luxury,5,Summer
T1730,Traveler_1730,Male,58,UAE,Bangkok,Leisure,Bus,Online,August,2024,10,29401,Luxury,5,Winter
T1731,Traveler_1731,Male,40,Thailand,Goa,Business,Bus,Agent,March,2024,8,93552,Luxury,5,Monsoon
T1732,Traveler_1732,Male,52,Germany,Paris,Leisure,Flight,Online,June,2023,8,67304,Budget,4,Summer
T1733,Traveler_1733,Female,53,India,Singapore,Leisure,Bus,Online,August,2023,6,102793,Luxury,5,Monsoon
T1734,Traveler_1734,Female,31,Australia,New York,Leisure,Bus,Agent,October,2023,7,102761,Standard,5,Monsoon
T1735,Traveler_1735,Female,56,France,London,Leisure,Bus,Online,April,2022,9,39971,Luxury,3,Summer
T1736,Traveler_1736,Female,21,France,Berlin,Leisure,Train,Online,July,2022,6,30300,Budget,3,Winter
T1737,Traveler_1737,Male,40,UK,Bangkok,Leisure,Flight,Online,February,2024,8,93981,Standard,4,Summer
T1738,Traveler_1738,Female,57,Australia,London,Leisure,Flight,Online,July,2023,7,24930,Luxury,3,Winter
T1739,Traveler_1739,Female,26,India,London,Business,Train,Agent,March,2024,6,54995,Luxury,4,Monsoon
T1740,Traveler_1740,Female,45,Italy,Singapore,Business,Flight,Online,February,2024,7,17425,Luxury,5,Monsoon
T1741,Traveler_1741,Female,34,Singapore,Dubai,Business,Flight,Online,August,2024,5,54019,Standard,4,Summer
T1742,Traveler_1742,Male,28,USA,Dubai,Leisure,Flight,Online,September,2023,4,92493,Standard,3,Summer
T1743,Traveler_1743,Male,44,India,Paris,Leisure,Train,Agent,May,2024,5,71743,Budget,5,Winter
T1744,Traveler_1744,Female,36,Germany,Rome,Leisure,Flight,Agent,August,2024,7,20613,Budget,3,Winter
T1745,Traveler_1745,Male,26,Australia,Dubai,Business,Flight,Agent,October,2024,2,29529,Standard,5,Winter
T1746,Traveler_1746,Male,20,UAE,Goa,Leisure,Train,Agent,December,2023,7,72979,Luxury,5,Monsoon
T1747,Traveler_1747,Female,27,France,New York,Leisure,Bus,Agent,March,2024,8,108162,Luxury,3,Monsoon
T1748,Traveler_1748,Male,28,India,New York,Business,Flight,Agent,April,2023,3,95642,Standard,4,Summer
T1749,Traveler_1749,Female,51,France,Berlin,Business,Train,Agent,December,2023,4,52044,Standard,5,Monsoon
T1750,Traveler_1750,Female,27,Australia,Goa,Leisure,Bus,Online,September,2024,4,39579,Budget,4,Summer
T1751,Traveler_1751,Female,43,UAE,Bangkok,Business,Bus,Agent,July,2022,8,47090,Standard,4,Winter
T1752,Traveler_1752,Female,29,Australia,Singapore,Leisure,Train,Online,December,2023,8,44586,Budget,5,Monsoon
T1753,Traveler_1753,Male,57,Germany,Rome,Business,Train,Online,December,2022,3,65815,Budget,3,Summer
T1754,Traveler_1754,Male,45,India,Paris,Business,Train,Agent,December,2022,2,64795,Budget,3,Monsoon
T1755,Traveler_1755,Male,42,Italy,Sydney,Business,Bus,Online,December,2023,6,30211,Luxury,4,Winter
T1756,Traveler_1756,Female,21,Italy,Bangkok,Leisure,Train,Online,April,2022,7,33769,Standard,3,Summer
T1757,Traveler_1757,Male,60,Germany,London,Business,Train,Agent,January,2022,7,112714,Budget,5,Summer
T1758,Traveler_1758,Male,46,Thailand,Sydney,Business,Bus,Online,July,2022,6,65390,Luxury,5,Summer
T1759,Traveler_1759,Male,32,USA,Bangkok,Business,Bus,Agent,August,2024,3,106871,Standard,5,Monsoon
T1760,Traveler_1760,Female,21,India,Paris,Business,Flight,Agent,April,2023,3,45303,Luxury,5,Winter
T1761,Traveler_1761,Female,19,USA,Singapore,Leisure,Train,Agent,July,2022,4,79132,Luxury,5,Winter
T1762,Traveler_1762,Male,51,Singapore,Bangkok,Business,Flight,Online,October,2024,7,59924,Luxury,4,Winter
T1763,Traveler_1763,Male,25,Italy,Sydney,Business,Flight,Agent,September,2024,5,62931,Luxury,5,Summer
T1764,Traveler_1764,Female,36,France,Goa,Leisure,Bus,Agent,June,2023,2,84994,Standard,3,Monsoon
T1765,Traveler_1765,Male,25,Thailand,Paris,Business,Train,Agent,June,2024,5,75018,Budget,4,Monsoon
T1766,Traveler_1766,Female,21,Singapore,London,Business,Bus,Online,March,2024,3,79968,Budget,3,Winter
